electricity_pricing,1,2,3
0.8496014,0,0,0
0.8332918,0,0,0
0.7537825,0,0,0
0.6219108,0,0,0
0.583712,0,0,0
0.5780251,0,0,0
0.620194,0,0,0
0.7057121,0,0,0
0.8471335,0,0,0
0.8622628,0,0,0
0.8517474,0,0,0
0.7544263,0,0,0
0.6091421,0,0,0
0.5739477,0,0,0
0.4927216,0,0,0
0.468901,0,0,0
0.4604243,0,0,0
0.4522695,0,0,0
0.4584929,0,0,0
0.4830646,0,0,0
0.5408993,0,0,0
0.7144034,0,0,0
0.840159,0,0,0
0.9210632,0,0,0
0.9561503,0,0,0
0.9183807,0,0,0
0.8428415,0,0,0
0.7641906,0,0,0
0.6576417,0,0,0
0.637362,0,0,0
0.7155837,0,0,0
0.7683753,0,0,0
0.8821133,0,0,0
0.9062558,0,0,0
0.8808257,0,0,0
0.81548,0,0,0
0.7384386,0,0,0
0.6310313,0,0,0
0.5434745,0,0,0
0.5148254,0,0,0
0.5007691,0,0,0
0.5006618,0,0,0
0.4880004,0,0,0
0.4991596,0,0,0
0.5108553,0,0,0
0.5576381,0,0,0
0.6317824,0,0,0
0.7383313,0,0,0
0.7888696,0,0,0
0.7904791,0,0,0
0.7712724,0,0,0
0.7302838,0,0,0
0.6312459,0,0,0
0.5522731,0,0,0
0.54723,0,0,0
0.5921887,0,0,0
0.773633,0,0,0
0.8153727,0,0,0
0.79402,0,0,0
0.7594694,0,0,0
0.6210524,0,0,0
0.576201,0,0,0
0.5824244,0,0,0
0.5430453,0,0,0
0.4766266,0,0,0
0.4494797,0,0,0
0.4341358,0,0,0
0.4481921,0,0,0
0.451733,0,0,0
0.4851033,0,0,0
0.5136451,0,0,0
0.5690119,0,0,0
0.605172,0,0,0
0.695304,0,0,0
0.6693374,0,0,0
0.7108625,0,0,0
0.710326,0,0,0
0.6462679,0,0,0
0.6371474,0,0,0
0.6238422,0,0,0
0.7467007,0,0,0
0.8027113,0,0,0
0.7970244,0,0,0
0.7896207,0,0,0
0.7365072,0,0,0
0.6407956,0,0,0
0.5884332,0,0,0
0.5278087,0,0,0
0.4981939,0,0,0
0.4525914,0,0,0
0.4300584,0,0,0
0.4724419,0,0,0
0.5391825,0,0,0
0.6596804,0,0,0
0.7507781,0,0,0
0.8307166,0,0,0
0.8571124,0,0,0
0.8536788,0,0,0
0.7991704,0,0,0
0.7438036,0,0,0
0.6785652,0,0,0
0.6766338,0,0,0
0.736078,0,0,0
0.8008872,0,0,0
0.9316859,0,0,0
0.9544335,0,0,0
0.9435962,0,0,0
0.8918776,0,0,0
0.8108661,0,0,0
0.7499197,0,0,0
0.618048,0,0,0
0.5745915,0,0,0
0.5617155,0,0,0
0.539719,0,0,0
0.5307058,0,0,0
0.5557067,0,0,0
0.6017384,0,0,0
0.7610789,0,0,0
0.8650526,0,0,0
0.8989594,0,0,0
0.9966024,0,0,0
0.972138,0,0,0
0.9229946,0,0,0
0.8711687,0,0,0
0.8504598,0,0,0
0.8492795,0,0,0
0.8561467,0,0,0
0.9026076,0,0,0
0.9639832,0,0,0
0.9731037,0,0,0
0.9609788,0,0,0
0.9164493,0,0,0
0.8447729,0,0,0
0.7706286,0,0,0
0.7567869,0,0,0
0.6370401,0,0,0
0.6112881,0,0,0
0.5798492,0,0,0
0.5595695,0,0,0
0.5721236,0,0,0
0.5999143,0,0,0
0.7361853,0,0,0
0.8177333,0,0,0
0.840159,0,0,0
0.8910192,0,0,0
0.8586146,0,0,0
0.8018529,0,0,0
0.7197684,0,0,0
0.6634359,0,0,0
0.6635432,0,0,0
0.663114,0,0,0
0.7608643,0,0,0
0.8612971,0,0,0
0.8457386,0,0,0
0.8119391,0,0,0
0.7061413,0,0,0
0.6613972,0,0,0
0.5951931,0,0,0
0.541865,0,0,0
0.5158984,0,0,0
0.4951895,0,0,0
0.4604243,0,0,0
0.4518403,0,0,0
0.4539863,0,0,0
0.5175079,0,0,0
0.5705141,0,0,0
0.7588256,0,0,0
0.7932689,0,0,0
0.8434853,0,0,0
0.8276049,0,0,0
0.7616154,0,0,0
0.7198757,0,0,0
0.6618264,0,0,0
0.6608607,0,0,0
0.69745,0,0,0
0.7895134,0,0,0
0.8975645,0,0,0
0.8967061,0,0,0
0.8847958,0,0,0
0.8400517,0,0,0
0.7576453,0,0,0
0.6688009,0,0,0
0.5754499,0,0,0
0.5494833,0,0,0
0.5198685,0,0,0
0.5046319,0,0,0
0.4676134,0,0,0
0.4985158,0,0,0
0.5609644,0,0,0
0.7043172,0,0,0
0.819772,0,0,0
0.8580781,0,0,0
0.9078653,0,0,0
0.8961696,0,0,0
0.8472408,0,0,0
0.7758863,0,0,0
0.6648308,0,0,0
0.6528132,0,0,0
0.7010982,0,0,0
0.7786761,0,0,0
0.870203,0,0,0
0.8926287,0,0,0
0.8746023,0,0,0
0.8267465,0,0,0
0.7707359,0,0,0
0.6703031,0,0,0
0.6307094,0,0,0
0.5988413,0,0,0
0.5683681,0,0,0
0.5127867,0,0,0
0.4963698,0,0,0
0.4926143,0,0,0
0.5321007,0,0,0
0.5595695,0,0,0
0.5564578,0,0,0
0.6546373,0,0,0
0.7076435,0,0,0
0.7105406,0,0,0
0.6919777,0,0,0
0.6624702,0,0,0
0.5910084,0,0,0
0.5657929,0,0,0
0.5398263,0,0,0
0.5830682,0,0,0
0.7162275,0,0,0
0.7655855,0,0,0
0.7625811,0,0,0
0.7571088,0,0,0
0.6773849,0,0,0
0.6359671,0,0,0
0.6014165,0,0,0
0.5135378,0,0,0
0.4455096,0,0,0
0.4507673,0,0,0
0.4187919,0,0,0
0.4389643,0,0,0
0.4707251,0,0,0
0.446368,0,0,0
0.4904683,0,0,0
0.5538826,0,0,0
0.5587111,0,0,0
0.5479811,0,0,0
0.5510928,0,0,0
0.5499125,0,0,0
0.5324226,0,0,0
0.5111772,0,0,0
0.5183663,0,0,0
0.5566724,0,0,0
0.742516,0,0,0
0.8246005,0,0,0
0.833721,0,0,0
0.8136559,0,0,0
0.7421941,0,0,0
0.6682644,0,0,0
0.5829609,0,0,0
0.5317788,0,0,0
0.4963698,0,0,0
0.4926143,0,0,0
0.4897172,0,0,0
0.5105334,0,0,0
0.5866091,0,0,0
0.736078,0,0,0
0.8302874,0,0,0
0.8725636,0,0,0
0.9073288,0,0,0
0.9100113,0,0,0
0.8837228,0,0,0
0.8310385,0,0,0
0.7912302,0,0,0
0.7798564,0,0,0
0.7987412,0,0,0
0.835867,0,0,0
0.9383385,0,0,0
0.9604423,0,0,0
0.939948,0,0,0
0.8910192,0,0,0
0.8158019,0,0,0
0.7479883,0,0,0
0.6560322,0,0,0
0.5692265,0,0,0
0.535427,0,0,0
0.5199758,0,0,0
0.5172933,0,0,0
0.5230875,0,0,0
0.591223,0,0,0
0.7504562,0,0,0
0.8393006,0,0,0
0.8825425,0,0,0
0.9308275,0,0,0
0.8972426,0,0,0
0.8512109,0,0,0
0.7783542,0,0,0
0.7051756,0,0,0
0.6681571,0,0,0
0.7164421,0,0,0
0.7600059,0,0,0
0.8727782,0,0,0
0.9009981,0,0,0
0.8799673,0,0,0
0.8241713,0,0,0
0.7476664,0,0,0
0.6154728,0,0,0
0.5566724,0,0,0
0.5566724,0,0,0
0.5184736,0,0,0
0.5152546,0,0,0
0.5180444,0,0,0
0.5162203,0,0,0
0.5724455,0,0,0
0.7479883,0,0,0
0.8560394,0,0,0
0.8910192,0,0,0
0.9541116,0,0,0
0.9349049,0,0,0
0.9050755,0,0,0
0.8328626,0,0,0
0.7745987,0,0,0
0.7581818,0,0,0
0.7761009,0,0,0
0.8178406,0,0,0
0.9383385,0,0,0
0.9439181,0,0,0
0.9298618,0,0,0
0.8483138,0,0,0
0.7609716,0,0,0
0.656676,0,0,0
0.5930471,0,0,0
0.5479811,0,0,0
0.5127867,0,0,0
0.502164,0,0,0
0.4913267,0,0,0
0.4951895,0,0,0
0.5705141,0,0,0
0.6143998,0,0,0
0.7161202,0,0,0
0.7831827,0,0,0
0.8471335,0,0,0
0.7870455,0,0,0
0.7126866,0,0,0
0.5867164,0,0,0
0.542938,0,0,0
0.5314569,0,0,0
0.5431526,0,0,0
0.564398,0,0,0
0.7271721,0,0,0
0.7460569,0,0,0
0.7007763,0,0,0
0.5986267,0,0,0
0.5400409,0,0,0
0.4652528,0,0,0
0.3281234,0,0,0
0.1801567,0,0,0
0.1709289,0,0,0
0.1691048,0,0,0
0.157731,0,0,0
0.1804786,0,0,0
0.3457206,0,0,0
0.4429344,0,0,0
0.5892916,0,0,0
0.6699812,0,0,0
0.7376875,0,0,0
0.7123647,0,0,0
0.6681571,0,0,0
0.5920814,0,0,0
0.5156838,0,0,0
0.5082801,0,0,0
0.5233021,0,0,0
0.5916522,0,0,0
0.7230947,0,0,0
0.7462715,0,0,0
0.7079654,0,0,0
0.6469117,0,0,0
0.5873602,0,0,0
0.4832792,0,0,0
0.3234022,0,0,0
0.2672843,0,0,0
0.1848779,0,0,0
0.172753,0,0,0
0.1531171,0,0,0
0.1486105,0,0,0
0.1446404,0,0,0
0.1756501,0,0,0
0.2932509,0,0,0
0.3619229,0,0,0
0.4858544,0,0,0
0.4638579,0,0,0
0.3490469,0,0,0
0.3183591,0,0,0
0.2427126,0,0,0
0.2033335,0,0,0
0.198505,0,0,0
0.2567689,0,0,0
0.4625703,0,0,0
0.5618228,0,0,0
0.6165458,0,0,0
0.5935836,0,0,0
0.6025968,0,0,0
0.4451877,0,0,0
0.3006546,0,0,0
0.228549,0,0,0
0.1872385,0,0,0
0.1957152,0,0,0
0.1808005,0,0,0
0.1780107,0,0,0
0.1782253,0,0,0
0.1821954,0,0,0
0.2098788,0,0,0
0.2481849,0,0,0
0.2419615,0,0,0
0.2527988,0,0,0
0.2415323,0,0,0
0.2515112,0,0,0
0.258593,0,0,0
0.2266176,0,0,0
0.2331629,0,0,0
0.2782289,0,0,0
0.5808149,0,0,0
0.7353269,0,0,0
0.7527095,0,0,0
0.7254553,0,0,0
0.6694447,0,0,0
0.6067815,0,0,0
0.6078545,0,0,0
0.5286671,0,0,0
0.4992669,0,0,0
0.4533425,0,0,0
0.4385351,0,0,0
0.4493724,0,0,0
0.5519512,0,0,0
0.713545,0,0,0
0.7614008,0,0,0
0.7850068,0,0,0
0.8357597,0,0,0
0.8191282,0,0,0
0.7752425,0,0,0
0.7130085,0,0,0
0.6095713,0,0,0
0.5947639,0,0,0
0.6056012,0,0,0
0.6720199,0,0,0
0.7977755,0,0,0
0.9049682,0,0,0
0.8668767,0,0,0
0.7769593,0,0,0
0.6740586,0,0,0
0.5945493,0,0,0
0.4395008,0,0,0
0.4125685,0,0,0
0.3651419,0,0,0
0.3289818,0,0,0
0.3282307,0,0,0
0.3249044,0,0,0
0.3903574,0,0,0
0.5141816,0,0,0
0.5973391,0,0,0
0.7137596,0,0,0
0.7681607,0,0,0
0.7450912,0,0,0
0.7390824,0,0,0
0.6799601,0,0,0
0.5984121,0,0,0
0.5966953,0,0,0
0.6016311,0,0,0
0.7173005,0,0,0
0.81548,0,0,0
0.9198829,0,0,0
0.8714906,0,0,0
0.7614008,0,0,0
0.7053902,0,0,0
0.6149363,0,0,0
0.4576345,0,0,0
0.3969027,0,0,0
0.3642835,0,0,0
0.3534462,0,0,0
0.3313424,0,0,0
0.3553776,0,0,0
0.4263029,0,0,0
0.5610717,0,0,0
0.7005617,0,0,0
0.7476664,0,0,0
0.788655,0,0,0
0.7410138,0,0,0
0.7130085,0,0,0
0.6118246,0,0,0
0.5049538,0,0,0
0.4837084,0,0,0
0.5035589,0,0,0
0.5448694,0,0,0
0.7292108,0,0,0
0.8285706,0,0,0
0.8386568,0,0,0
0.777925,0,0,0
0.6037771,0,0,0
0.4794164,0,0,0
0.4046283,0,0,0
0.3885333,0,0,0
0.2927144,0,0,0
0.3153547,0,0,0
0.2868129,0,0,0
0.3640689,0,0,0
0.4225474,0,0,0
0.5620374,0,0,0
0.691012,0,0,0
0.7524949,0,0,0
0.7873674,0,0,0
0.7573234,0,0,0
0.7245969,0,0,0
0.6522767,0,0,0
0.605172,0,0,0
0.614829,0,0,0
0.6186918,0,0,0
0.672771,0,0,0
0.8123683,0,0,0
0.8883367,0,0,0
0.8518547,0,0,0
0.7814659,0,0,0
0.6667622,0,0,0
0.651311,0,0,0
0.5479811,0,0,0
0.4751244,0,0,0
0.420616,0,0,0
0.3978684,0,0,0
0.3940056,0,0,0
0.4142853,0,0,0
0.4932581,0,0,0
0.6574271,0,0,0
0.7561431,0,0,0
0.7786761,0,0,0
0.8239567,0,0,0
0.7614008,0,0,0
0.7291035,0,0,0
0.6766338,0,0,0
0.599807,0,0,0
0.6015238,0,0,0
0.6074253,0,0,0
0.7168713,0,0,0
0.8410174,0,0,0
0.8783578,0,0,0
0.8490649,0,0,0
0.8181625,0,0,0
0.730713,0,0,0
0.7105406,0,0,0
0.7069997,0,0,0
0.6823207,0,0,0
0.6288853,0,0,0
0.5759864,0,0,0
0.5514147,0,0,0
0.5638615,0,0,0
0.577274,0,0,0
0.6267393,0,0,0
0.6463752,0,0,0
0.6879003,0,0,0
0.7458423,0,0,0
0.7418722,0,0,0
0.7110771,0,0,0
0.7153691,0,0,0
0.7354342,0,0,0
0.7237385,0,0,0
0.7043172,0,0,0
0.7152618,0,0,0
0.8754607,0,0,0
0.9657,0,0,0
0.9041098,0,0,0
0.8559321,0,0,0
0.7211633,0,0,0
0.6989522,0,0,0
0.684574,0,0,0
0.6125757,0,0,0
0.5681535,0,0,0
0.5449767,0,0,0
0.5337102,0,0,0
0.5437964,0,0,0
0.5573162,0,0,0
0.5821025,0,0,0
0.5919741,0,0,0
0.6102151,0,0,0
0.5964807,0,0,0
0.5567797,0,0,0
0.5271649,0,0,0
0.5110699,0,0,0
0.5054903,0,0,0
0.444222,0,0,0
0.4514111,0,0,0
0.4503381,0,0,0
0.6075326,0,0,0
0.6916558,0,0,0
0.7388678,0,0,0
0.7243823,0,0,0
0.6256663,0,0,0
0.5555994,0,0,0
0.5059195,0,0,0
0.445295,0,0,0
0.4005509,0,0,0
0.3790909,0,0,0
0.3720091,0,0,0
0.391645,0,0,0
0.4784507,0,0,0
0.6622556,0,0,0
0.7280305,0,0,0
0.7797491,0,0,0
0.8338283,0,0,0
0.8102223,0,0,0
0.8234202,0,0,0
0.7708432,0,0,0
0.7377948,0,0,0
0.7249188,0,0,0
0.7401554,0,0,0
0.8256735,0,0,0
0.9218143,0,0,0
1.1011126,0,0,0
1.0514327,0,0,0
0.8894097,0,0,0
0.7814659,0,0,0
0.733932,0,0,0
0.6562468,0,0,0
0.6369328,0,0,0
0.5795273,0,0,0
0.5705141,0,0,0
0.5567797,0,0,0
0.5617155,0,0,0
0.6247006,0,0,0
0.7892988,0,0,0
0.8485284,0,0,0
0.8808257,0,0,0
0.9225654,0,0,0
0.9155909,0,0,0
0.9057193,0,0,0
0.8509963,0,0,0
0.8039989,0,0,0
0.7874747,0,0,0
0.8158019,0,0,0
0.8249224,0,0,0
0.9487466,0,0,0
0.9791125,0,0,0
0.9672022,0,0,0
0.9096894,0,0,0
0.8091493,0,0,0
0.7454131,0,0,0
0.645946,0,0,0
0.6110735,0,0,0
0.5928325,0,0,0
0.572982,0,0,0
0.5584965,0,0,0
0.5754499,0,0,0
0.631997,0,0,0
0.8268538,0,0,0
0.871276,0,0,0
0.9126938,0,0,0
0.9466006,0,0,0
0.927072,0,0,0
0.9279304,0,0,0
0.8780359,0,0,0
0.8599022,0,0,0
0.8578635,0,0,0
0.8695592,0,0,0
0.9084018,0,0,0
0.9837264,0,0,0
1.0131266,0,0,0
1.0367326,0,0,0
0.9590474,0,0,0
0.8950966,0,0,0
0.8647307,0,0,0
0.7931616,0,0,0
0.6917631,0,0,0
0.6045282,0,0,0
0.5921887,0,0,0
0.588004,0,0,0
0.6075326,0,0,0
0.6769557,0,0,0
0.8254589,0,0,0
0.9079726,0,0,0
0.9586182,0,0,0
0.9898425,0,0,0
0.9629102,0,0,0
0.9284669,0,0,0
0.8795381,0,0,0
0.8618336,0,0,0
0.8589365,0,0,0
0.8635504,0,0,0
0.8617263,0,0,0
0.9863016,0,0,0
1.0081908,0,0,0
1.0130193,0,0,0
0.9443473,0,0,0
0.8801819,0,0,0
0.8419831,0,0,0
0.739297,0,0,0
0.6378985,0,0,0
0.5974464,0,0,0
0.5650418,0,0,0
0.5571016,0,0,0
0.5561359,0,0,0
0.5918668,0,0,0
0.7186954,0,0,0
0.757538,0,0,0
0.7748133,0,0,0
0.8077544,0,0,0
0.7874747,0,0,0
0.7545336,0,0,0
0.6710542,0,0,0
0.6454095,0,0,0
0.6113954,0,0,0
0.6039917,0,0,0
0.638435,0,0,0
0.7597913,0,0,0
0.8362962,0,0,0
0.8438072,0,0,0
0.8029259,0,0,0
0.7029223,0,0,0
0.6206232,0,0,0
0.5672951,0,0,0
0.51504,0,0,0
0.5088166,0,0,0
0.4831719,0,0,0
0.4554885,0,0,0
0.475339,0,0,0
0.4877858,0,0,0
0.5298474,0,0,0
0.5505563,0,0,0
0.5861799,0,0,0
0.6200867,0,0,0
0.6170823,0,0,0
0.5928325,0,0,0
0.57942,0,0,0
0.5273795,0,0,0
0.4897172,0,0,0
0.4758755,0,0,0
0.4942238,0,0,0
0.5731966,0,0,0
0.6542081,0,0,0
0.6680498,0,0,0
0.6327481,0,0,0
0.5704068,0,0,0
0.5166495,0,0,0
0.4404665,0,0,0
0.371258,0,0,0
0.2654602,0,0,0
0.2744734,0,0,0
0.269323,0,0,0
0.2796238,0,0,0
0.282199,0,0,0
0.3270504,0,0,0
0.385207,0,0,0
0.4290927,0,0,0
0.4797383,0,0,0
0.491434,0,0,0
0.4315606,0,0,0
0.441003,0,0,0
0.4348869,0,0,0
0.4229766,0,0,0
0.4210452,0,0,0
0.4572053,0,0,0
0.5722309,0,0,0
0.7416576,0,0,0
0.7798564,0,0,0
0.7602205,0,0,0
0.7455204,0,0,0
0.6424051,0,0,0
0.5983048,0,0,0
0.535427,0,0,0
0.5028078,0,0,0
0.4977647,0,0,0
0.5025932,0,0,0
0.5079582,0,0,0
0.541865,0,0,0
0.6977719,0,0,0
0.8062522,0,0,0
0.8792162,0,0,0
0.9369436,0,0,0
0.9393042,0,0,0
0.8429488,0,0,0
0.7644052,0,0,0
0.7131158,0,0,0
0.6711615,0,0,0
0.69745,0,0,0
0.7311422,0,0,0
0.8160165,0,0,0
0.9423086,0,0,0
0.8738512,0,0,0
0.7592548,0,0,0
0.677063,0,0,0
0.5487322,0,0,0
0.5227656,0,0,0
0.4947603,0,0,0
0.3965808,0,0,0
0.3813442,0,0,0
0.3357417,0,0,0
0.377696,0,0,0
0.4043064,0,0,0
0.5546337,0,0,0
0.5915449,0,0,0
0.6725564,0,0,0
0.6994887,0,0,0
0.6616118,0,0,0
0.6438,0,0,0
0.5799565,0,0,0
0.5724455,0,0,0
0.5749134,0,0,0
0.5808149,0,0,0
0.6022749,0,0,0
0.6771703,0,0,0
0.7872601,0,0,0
0.7655855,0,0,0
0.6960551,0,0,0
0.6192283,0,0,0
0.5599987,0,0,0
0.4179335,0,0,0
0.40774,0,0,0
0.3222219,0,0,0
0.3474374,0,0,0
0.3461498,0,0,0
0.3614937,0,0,0
0.4201868,0,0,0
0.66526,0,0,0
0.7236312,0,0,0
0.7686972,0,0,0
0.7830754,0,0,0
0.7483102,0,0,0
0.7479883,0,0,0
0.7037807,0,0,0
0.6791017,0,0,0
0.6766338,0,0,0
0.6907974,0,0,0
0.7223436,0,0,0
0.8627993,0,0,0
0.8886586,0,0,0
0.8711687,0,0,0
0.8023894,0,0,0
